Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:03.768',-0.059,0.249,5.772,10.068,89.0,12.48,25.77
'0:03.770',-0.074,0.249,5.772,10.068,89.0,12.48,25.77
'0:03.772',-0.088,0.249,5.772,10.068,89.0,12.48,25.77
'0:03.774',-0.1,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.776',-0.118,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.778',-0.133,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.780',-0.142,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.782',-0.156,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.784',-0.172,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.786',-0.183,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.788',-0.187,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.790',-0.199,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.792',-0.214,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.794',-0.225,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.796',-0.231,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.798',-0.239,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.800',-0.249,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.802',-0.259,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.804',-0.266,0.249,5.775,10.088,89.0,12.48,25.72
'0:03.806',-0.269,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.808',-0.275,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.810',-0.28,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.813',-0.281,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.815',-0.284,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.817',-0.291,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.819',-0.295,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.821',-0.3,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.823',-0.299,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.825',-0.297,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.827',-0.306,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.829',-0.31,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.831',-0.302,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.833',-0.303,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.835',-0.308,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.837',-0.311,0.352,5.78,10.108,89.0,12.48,25.7
'0:03.839',-0.309,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.841',-0.305,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.843',-0.309,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.845',-0.31,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.847',-0.305,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.849',-0.303,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.851',-0.305,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.853',-0.306,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.855',-0.304,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.857',-0.303,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.859',-0.302,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.861',-0.304,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.863',-0.305,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.865',-0.3,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.867',-0.3,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.869',-0.303,0.352,5.782,10.123,89.0,12.48,25.68
'0:03.871',-0.3,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.873',-0.3,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.875',-0.299,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.877',-0.299,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.879',-0.298,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.881',-0.297,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.883',-0.293,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.885',-0.295,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.887',-0.299,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.889',-0.293,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.891',-0.289,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.893',-0.294,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.895',-0.293,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.897',-0.287,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.899',-0.284,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.901',-0.288,0.228,5.785,10.138,89.0,12.48,25.63
'0:03.903',-0.288,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.905',-0.284,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.907',-0.283,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.909',-0.287,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.911',-0.289,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.913',-0.287,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.915',-0.287,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.917',-0.289,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.919',-0.289,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.921',-0.286,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.923',-0.283,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.925',-0.286,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.927',-0.284,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.929',-0.282,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.931',-0.281,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.933',-0.282,0.228,5.79,10.153,89.0,12.48,25.57
'0:03.935',-0.283,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.938',-0.284,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.940',-0.283,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.942',-0.28,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.944',-0.288,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.946',-0.291,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.948',-0.286,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.950',-0.287,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.952',-0.291,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.954',-0.289,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.956',-0.287,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.958',-0.288,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.960',-0.294,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.962',-0.294,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.964',-0.291,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.966',-0.292,0.311,5.792,10.162,89.0,12.48,25.44
'0:03.968',-0.293,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.970',-0.292,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.972',-0.293,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.974',-0.291,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.976',-0.289,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.978',-0.291,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.980',-0.288,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.982',-0.287,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.984',-0.289,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.986',-0.292,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.988',-0.289,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.990',-0.288,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.992',-0.291,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.994',-0.292,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.996',-0.291,0.311,5.797,10.175,89.0,12.48,25.26
'0:03.998',-0.289,0.311,5.797,10.175,89.0,12.48,25.26
'0:04.000',-0.287,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.002',-0.292,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.004',-0.294,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.006',-0.292,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.008',-0.293,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.010',-0.291,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.012',-0.288,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.014',-0.289,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.016',-0.286,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.018',-0.289,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.020',-0.289,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.022',-0.286,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.024',-0.289,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.026',-0.293,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.028',-0.292,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.030',-0.287,0.331,5.8,10.187,89.0,12.48,25.11
'0:04.032',-0.284,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.034',-0.287,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.036',-0.288,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.038',-0.284,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.040',-0.283,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.042',-0.287,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.044',-0.289,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.046',-0.286,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.048',-0.286,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.050',-0.288,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.052',-0.288,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.054',-0.289,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.056',-0.289,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.058',-0.292,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.060',-0.292,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.063',-0.291,0.331,5.805,10.202,89.0,12.48,24.98
'0:04.065',-0.288,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.067',-0.286,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.069',-0.291,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.071',-0.292,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.073',-0.288,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.075',-0.286,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.077',-0.287,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.079',-0.288,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.081',-0.282,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.083',-0.276,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.085',-0.273,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.087',-0.264,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.089',-0.251,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.091',-0.243,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.093',-0.241,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.095',-0.242,0.249,5.81,10.212,89.0,12.48,24.87
'0:04.097',-0.237,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.099',-0.231,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.101',-0.236,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.103',-0.236,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.105',-0.231,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.107',-0.231,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.109',-0.228,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.111',-0.22,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.113',-0.21,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.115',-0.194,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.117',-0.179,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.119',-0.177,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.121',-0.178,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.123',-0.175,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.125',-0.176,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.127',-0.178,0.249,5.815,10.22,89.0,12.48,24.78
'0:04.129',-0.178,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.131',-0.177,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.133',-0.178,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.135',-0.182,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.137',-0.188,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.139',-0.193,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.141',-0.2,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.143',-0.216,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.145',-0.228,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.147',-0.227,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.149',-0.232,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.151',-0.239,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.153',-0.243,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.155',-0.247,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.157',-0.248,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.159',-0.254,0.249,5.82,10.225,89.0,12.48,24.71
'0:04.161',-0.265,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.163',-0.269,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.165',-0.273,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.167',-0.278,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.169',-0.28,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.171',-0.282,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.173',-0.282,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.175',-0.281,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.177',-0.284,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.179',-0.286,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.181',-0.283,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.183',-0.289,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.185',-0.293,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.188',-0.292,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.190',-0.288,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.192',-0.288,0.249,5.827,10.227,89.0,12.48,24.69
'0:04.194',-0.295,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.196',-0.297,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.198',-0.292,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.200',-0.292,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.202',-0.298,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.204',-0.3,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.206',-0.298,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.208',-0.295,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.210',-0.295,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.212',-0.297,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.214',-0.298,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.216',-0.298,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.218',-0.299,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.220',-0.303,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.222',-0.299,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.224',-0.293,0.186,5.832,10.23,89.0,12.48,24.67
'0:04.226',-0.297,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.228',-0.299,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.230',-0.291,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.232',-0.292,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.234',-0.294,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.236',-0.292,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.238',-0.293,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.240',-0.289,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.242',-0.288,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.244',-0.292,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.246',-0.291,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.248',-0.286,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.250',-0.284,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.252',-0.293,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.254',-0.295,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.256',-0.3,0.186,5.837,10.232,89.0,12.48,24.64
'0:04.258',-0.316,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.260',-0.322,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.262',-0.315,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.264',-0.284,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.266',-0.248,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.268',-0.209,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.270',-0.142,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.272',-0.06,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.274',0.044,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.276',0.155,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.278',0.276,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.280',0.42,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.282',0.564,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.284',0.698,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.286',0.809,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.288',0.911,0.497,5.844,10.232,89.0,12.48,24.59
'0:04.290',0.95,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.292',0.884,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.294',0.786,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.296',0.668,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.298',0.512,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.300',0.271,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.302',-0.031,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.304',-0.241,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.306',-0.371,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.308',-0.479,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.310',-0.538,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.313',-0.566,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.315',-0.564,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.317',-0.558,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.319',-0.56,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.321',-0.518,0.497,5.849,10.232,89.0,12.48,24.53
'0:04.323',-0.43,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.325',-0.359,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.327',-0.31,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.329',-0.27,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.331',-0.242,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.333',-0.219,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.335',-0.212,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.337',-0.222,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.339',-0.225,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.341',-0.226,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.343',-0.232,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.345',-0.232,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.347',-0.226,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.349',-0.223,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.351',-0.225,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.353',-0.225,0.269,5.854,10.23,89.0,12.48,24.48
'0:04.355',-0.225,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.357',-0.221,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.359',-0.22,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.361',-0.222,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.363',-0.217,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.365',-0.21,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.367',-0.212,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.369',-0.21,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.371',-0.209,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.373',-0.205,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.375',-0.198,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.377',-0.201,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.379',-0.201,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.381',-0.198,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.383',-0.193,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.385',-0.193,0.269,5.859,10.227,89.0,12.48,24.43
'0:04.387',-0.192,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.389',-0.186,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.391',-0.187,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.393',-0.186,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.395',-0.181,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.397',-0.176,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.399',-0.171,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.401',-0.172,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.403',-0.172,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.405',-0.165,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.407',-0.16,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.409',-0.156,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.411',-0.155,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.413',-0.153,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.415',-0.149,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.417',-0.148,0.249,5.864,10.225,89.0,12.48,24.38
'0:04.419',-0.147,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.421',-0.144,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.423',-0.134,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.425',-0.128,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.427',-0.123,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.429',-0.118,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.431',-0.118,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.433',-0.111,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.435',-0.105,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.438',-0.107,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.440',-0.103,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.442',-0.096,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.444',-0.099,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.446',-0.096,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.448',-0.084,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.450',-0.083,0.249,5.869,10.222,89.0,12.48,24.33
'0:04.452',-0.084,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.454',-0.079,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.456',-0.077,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.458',-0.07,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.460',-0.063,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.462',-0.059,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.464',-0.051,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.466',-0.049,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.468',-0.046,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.470',-0.045,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.472',-0.042,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.474',-0.031,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.476',-0.028,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.478',-0.027,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.480',-0.017,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.482',-0.01,0.186,5.874,10.22,76.0,12.48,24.28
'0:04.484',-0.009,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.486',-0.006,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.488',0.001,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.490',0.011,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.492',0.013,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.494',0.013,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.496',0.022,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.498',0.029,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.500',0.032,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.502',0.034,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.504',0.035,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.506',0.039,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.508',0.044,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.510',0.046,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.512',0.05,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.514',0.056,0.186,5.879,10.215,76.0,12.48,24.26
'0:04.516',0.06,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.518',0.06,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.520',0.06,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.522',0.065,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.524',0.068,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.526',0.067,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.528',0.068,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.530',0.071,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.532',0.073,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.534',0.071,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.536',0.066,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.538',0.07,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.540',0.072,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.542',0.063,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.544',0.054,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.546',0.051,0.29,5.882,10.212,76.0,12.48,24.25
'0:04.548',0.045,0.29,5.887,10.212,76.0,12.48,24.21
'0:04.550',0.033,0.29,5.887,10.212,76.0,12.48,24.21
